dataset,tissue,marker,manual annotation,manual CLname,manual CLID,manual broadtype,DeepSeek-R1 annotation,DeepSeek-R1 broadtype,DeepSeek-R1 BLEU-1,DeepSeek-R1 BLEU-2,DeepSeek-R1 BLEU-avg,DeepSeek-R1 broadtype BLEU-avg,DeepSeek-R1 BLEU-avg-final,DeepSeek-V3 annotation,DeepSeek-V3 broadtype,DeepSeek-V3 BLEU-1,DeepSeek-V3 BLEU-2,DeepSeek-V3 BLEU-avg,DeepSeek-V3 broadtype BLEU-avg,DeepSeek-V3 BLEU-avg-final,DeepSeek-R1-RAG annotation,DeepSeek-R1-RAG broadtype,DeepSeek-R1-RAG BLEU-1,DeepSeek-R1-RAG BLEU-2,DeepSeek-R1-RAG BLEU-avg,DeepSeek-R1-RAG broadtype BLEU-avg,DeepSeek-R1-RAG BLEU-avg-final,DeepSeek-V3-RAG annotation,DeepSeek-V3-RAG broadtype,DeepSeek-V3-RAG BLEU-1,DeepSeek-V3-RAG BLEU-2,DeepSeek-V3-RAG BLEU-avg,DeepSeek-V3-RAG broadtype BLEU-avg,DeepSeek-V3-RAG BLEU-avg-final,DeepSeek-R1-KG-Graph-RAG annotation,DeepSeek-R1-KG-Graph-RAG broadtype,DeepSeek-R1-KG-Graph-RAG BLEU-1,DeepSeek-R1-KG-Graph-RAG BLEU-2,DeepSeek-R1-KG-Graph-RAG BLEU-avg,DeepSeek-R1-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-R1-KG-Graph-RAG BLEU-avg-final,DeepSeek-V3-KG-Graph-RAG annotation,DeepSeek-V3-KG-Graph-RAG broadtype,DeepSeek-V3-KG-Graph-RAG BLEU-1,DeepSeek-V3-KG-Graph-RAG BLEU-2,DeepSeek-V3-KG-Graph-RAG BLEU-avg,DeepSeek-V3-KG-Graph-RAG broadtype BLEU-avg,DeepSeek-V3-KG-Graph-RAG BLEU-avg-final
TS,Lymph Node,"KLRB1,IL7R,CD3E,TNFAIP3,ID2,CD2,RORA,NFKBIA,FYN,IL32",type i nk t cell,type I NK T cell,CL:0000921,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"MAL,IL7R,CD4,CD3E,LEF1,FYB1,BCL11B,ITK,CD3D,IL6ST","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"IL7R,CD74,HLA-DPA1,HLA-DPB1,CD79A,HLA-DRA,CD3E,EEF1A1P5,SCN1B,MS4A1",innate lymphoid cell,innate lymphoid cell,CL:0001065,innate lymphoid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"FOXP3,CTLA4,RTKN2,IKZF2,TIGIT,AC133644.2,ICA1,IL32,IL2RA,STAM",regulatory t cell,regulatory T cell,CL:0000815,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"MZB1,JCHAIN,IGHG1,PRDX4,XBP1,IGHG2,TXNDC5,SEC11C,DERL3,IGHG3",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"S100A8,G0S2,CSF3R,IL1R2,S100A12,FPR1,CXCL8,SERPINA1,FCGR3B,PLAUR",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"S100A8,S100A9,LYZ,VCAN,THBS1,CXCL8,PLAUR,AIF1,CST3,S100A12",classical monocyte,classical monocyte,CL:0000860,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"GNLY,FCER1G,KLRD1,NKG7,TYROBP,KLRB1,AREG,KLRF1,CTSW,XCL1",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"APOE,APOC1,C1QB,C1QA,LYZ,GPNMB,TYROBP,CST3,C1QC,LGALS3",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"IGFBP7,MGP,TIMP3,VWF,SPARCL1,TFPI,IGFBP4,MMRN1,CLU,CLDN5",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"CPVL,LGALS2,FLT3,S100B,IDO1,CLEC7A,SHTN1,CLIC2,RASSF4,HCK",cd141-positive myeloid dendritic cell,CD141-positive myeloid dendritic cell,CL:0002394,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"CPVL,LGALS2,MRC1,EREG,CLEC7A,CLEC10A,SERPINA1,TNFAIP2,RAB32,FLT3",cd1c-positive myeloid dendritic cell,CD1c-positive myeloid dendritic cell,CL:0002399,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"S100A9,LYZ,S100A8,AIF1,THBS1,CST3,CD163,IL1B,TYROBP,VCAN",intermediate monocyte,intermediate monocyte,CL:0002393,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"PRDM16,DPPA4,IL17RE,ADGRD1,SYT2,KCNK17,NYNRIN,SHD,LINGO4,NRXN2",hematopoietic stem cell,hematopoietic stem cell,CL:0000037,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"MAFB,FCGR3A,FCGR3B,LYVE1,PDK4,DAB2,TNFAIP2,C5AR1,SH3PXD2B,RASSF4",non-classical monocyte,non-classical monocyte,CL:0000875,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"TPSB2,TPSAB1,CPA3,CTSG,RHEX,IL1RL1,MS4A2,KIT,HPGDS,GATA2",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"SCT,FCER1A,CLEC4C,PTCRA,KCNK17,SHD,AL357143.1,CUX2,DRD4,COBL",plasmacytoid dendritic cell,plasmacytoid dendritic cell,CL:0000784,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"APOD,DCN,MGP,CFD,GPX3,ADH1B,SPARCL1,C1S,SERPING1,C7",stromal cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"HBD,CA1,AHSP,HBM,ALAS2,SNCA,SLC4A1,GYPB,TRIM58,SELENBP1",erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"LAMP3,CCL17,CCL22,LAD1,UBD,AOC1,EYA4,TNNT2,PRIMA1,NFE2L3P1",mature conventional dendritic cell,mature conventional dendritic cell,CL:0000841,dendritic cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"AL139020.1,IGHD,YBX3,MTND1P23,IGHM,AL450405.1,HLA-DQA1,RPL10P9,LINC00926,CD79A",naive b cell,naive B cell,CL:0000788,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"MTND1P23,AL450405.1,RPL10P9,HLA-DQA1,MS4A1,HLA-DRA,TNFRSF13C,IRF8,CD79A,HLA-DPA1",memory b cell,memory B cell,CL:0000787,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"AL450405.1,RPL10P9,MTND1P23,CCR7,TRAC,GIMAP7,CD3G,RPS26,IL32,PRKCQ-AS1","naive thymus-derived cd4-positive, alpha-beta t cell","naive thymus-derived CD4-positive, alpha-beta T cell",CL:0000895,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"AL450405.1,MTND1P23,RPL10P9,TRAC,IL32,RPS26,GIMAP7,CD3G,LDHB,RPL9P9","cd4-positive, alpha-beta memory t cell","CD4-positive, alpha-beta memory T cell",CL:0000897,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"CCL5,GZMA,CCL3L1,GZMK,MTND1P23,CST7,NKG7,CCL4,CCL4L2,IL32","cd8-positive, alpha-beta memory t cell","CD8-positive, alpha-beta memory T cell",CL:0000909,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Lymph Node,"KLRC1,KLRF1,GNLY,CLIC3,XCL2,NCR1,KLRC2,NCAM1,KLRD1,XCL1",mature nk t cell,mature NK T cell,CL:0000814,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"DCN,TNFAIP6,THBS2,CTSL,APOD,MMP2,COL6A3,MEDAG,CFD,PRRX1",fibroblast of breast,fibroblast of breast,CL:4006000,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"IL7R,PTPRC,SYTL3,CD7,FYN,SRGN,CYTIP,CXCR4,CD2,SMAP2",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"CD24,ELF3,KRT18,S100A14,AZGP1,KRT8,KRT19,CLDN7,TACSTD2,SPINT2",luminal epithelial cell of mammary gland,luminal epithelial cell of mammary gland,CL:0002326,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"FCER1G,TYROBP,CD163,C1QA,SLC16A10,C5AR1,FCGR2A,C1QB,FGL2,SLC11A1",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"KCNJ8,ABCC9,CNR1,RGS5,PDE3A,GJA4,ADRA2C,TRPC4,GJC1,SSTR2",pericyte cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"PLN,HRH2,FHL5,ADRA2A,PDE1A,RBM24,LRRC10B,WFDC1,RERGL,SRL",vascular associated smooth muscle cell,vascular associated smooth muscle cell,CL:0000359,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"MS4A1,LINC01857,BANK1,SHISA8,TNFRSF13C,IRF8,LINC01781,BLK,P2RX5,CD79A",b cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"ACKR1,CLDN5,PECAM1,PLVAP,TCF4,SOX18,ADGRL4,ECSCR,CALCRL,CD93",vein endothelial cell,vein endothelial cell,CL:0002543,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"KRT5,KRT14,TAGLN,MYLK,SFN,LAMA3,ACTG2,IRX1,COL17A1,C2orf40",basal cell,basal cell,CL:0000646,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"DERL3,MZB1,JSRP1,SLAMF7,POU2AF1,CD79A,DNAAF1,CENPM,U62317.4,CD27",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"CLDN5,ADGRL4,CD93,PECAM1,SOX18,CALCRL,ESAM,FLT1,EGFL7,EMCN",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"MMRN1,CCL21,LYVE1,PKHD1L1,SCN3B,SEMA3A,ADGRG3,MRC1,RELN,SEMA3D",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"SH2D1B,KIR2DL4,LAIR2,S1PR5,KIR3DX1,GZMB,CLIC3,TSPAN32,KLRF1,FGFBP2",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Mammary,"CPA3,RHEX,HPGDS,RGS13,SLC18A2,TRIM63,HDC,CTSG,RAB44,LINC02207",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"ACKR1,SELE,PLVAP,AQP1,IL6,CD74,STC1,VWF,TM4SF1,ADAMTS9",endothelial cell of vascular tree,endothelial cell of vascular tree,CL:0002139,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"FABP4,BTNL9,ADGRF5,SLC9A3R2,CD36,FABP5,ANXA3,F8,CLDN5,RGCC",capillary endothelial cell,capillary endothelial cell,CL:0002144,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"TFF3,CCL21,MMRN1,PKHD1L1,DSP,SEMA3A,SCG3,RELN,GPR182,AC007998.3",endothelial cell of lymphatic vessel,endothelial cell of lymphatic vessel,CL:0002138,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"DCN,APOD,ADH1B,COL6A3,CFD,MFAP5,MGST1,C3,CILP,C1S",mesenchymal stem cell,mesenchymal stem cell,CL:0000134,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"SEMA3G,KCNJ2,GJA5,EDN1,BMX,TSPAN2,SSTR1,ST8SIA6,ITLN1,WIPF3",endothelial cell of artery,endothelial cell of artery,CL:1000413,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"RGS5,ACTA2,NDUFA4L2,NOTCH3,GJA4,MYL9,PPP1R14A,AP002956.1,HIGD1B,TAGLN",pericyte cell,pericyte,CL:0000669,pericyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"CXCR4,IL7R,CD69,CD52,PTPRC,CYTIP,CD3D,CD2,TRAC,CCL5","cd4-positive, alpha-beta t cell","CD4-positive, alpha-beta T cell",CL:0000624,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"MYF5,APOC1,APOE,GPM6B,GREM1,DLK1,WEE1,PON2,CRYAB,TNFRSF12A",skeletal muscle satellite stem cell,skeletal muscle satellite stem cell,CL:0008011,stem cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"CD163,C1QA,C1QB,FCER1G,IL1B,TYROBP,S100A9,F13A1,LYZ,CXCL8",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"CXCR4,ARHGDIB,IL7R,CD69,CCL5,RGS1,CST7,CD53,CD52,CD3D","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"IL7R,CXCR4,PTPRC,STK4,ARL4C,SYTL3,CYTIP,SMAP2,RUNX3,CD52",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"RERGL,CNN1,CSDC2,AC093390.1,MYH11,NRIP2,ACTG2,CASQ2,PLN,MYOCD",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"COMP,TNMD,ANGPTL7,SCX,CHAD,KERA,CILP2,PIEZO2,ASPN,CHODL",tendon cell,tendon cell,CL:0000388,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"TNNC2,ACTA1,CKM,TNNI2,MYLPF,ENO3,MYL1,TNNT3,TCAP,MYOZ1",fast muscle cell,fast muscle cell,CL:0000190,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"MYL2,TNNC1,TNNT1,CKM,MB,TNNI1,DWORF,ENO3,CA3,ANKRD2",slow muscle cell,slow muscle cell,CL:0000189,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"TPSB2,TPSAB1,CPA3,CTSG,HPGDS,RHEX,KIT,TPSD1,MS4A2,HDC",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"ALAS2,HBM,HBD,AHSP,HBQ1,EPB42,CA1,HEMGN,HBA1,KRT1",erythrocyte,erythrocyte,CL:0000232,erythroid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"ITLN1,KRT19,MSLN,CLDN1,CALB2,KLK11,MUC16,CXADR,DSC3,KRT5",mesothelial cell,mesothelial cell,CL:0000077,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Muscle,"GNLY,NKG7,GZMB,PRF1,CTSW,CST7,CCL5,RAC2,CD247,GZMH",mature nk t cell,mature NK T cell,CL:0000814,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"CELA2B,PNLIPRP2,AMY2B,KLK1,PRSS3,AMY2A,CELA2A,PDIA2,PNLIPRP1,SYCN",pancreatic acinar cell,pancreatic acinar cell,CL:0002064,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"IL7R,CCL5,CD2,CD3D,CD3E,CD3G,KLRD1,CCL4,CD8A,TRAC",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"SPARCL1,PLVAP,IFI27,FABP5,SOX18,ID1,VWF,CLEC14A,IGFBP4,FLT1",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"TYROBP,LYZ,CD163,S100A9,AIF1,S100A4,CYBB,S100A8,MAFB,FCER1G",myeloid cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"DCN,TAGLN,STEAP4,MGP,TPM2,C7,IGFBP5,MFGE8,MYL9,PDGFRB",pancreatic stellate cell,pancreatic stellate cell,CL:0002410,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"GNLY,GZMB,FGFBP2,CD247,KLRF1,GZMH,TRDC,NCR3,SH2D1B,NCR1",nk cell,natural killer cell,CL:0000623,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"LAMA2,PDGFRA,FGF7,ABCA9,POM121L9P,ABCA8,ABCA6,AC080038.1,COL1A2,SVEP1",fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"VPREB3,MS4A1,CD79A,AL139020.1,BANK1,FCRLA,CD19,TNFRSF13C,POU2AF1,PAX5",b cell,B cell,CL:0000236,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"SLC4A4,CFTR,ANXA4,ATP1B1,AMBP,TACSTD2,CITED4,FXYD2,CLU,SOD3",pancreatic ductal cell,pancreatic ductal cell,CL:0002079,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"MZB1,TNFRSF17,CD79A,IGLL5,FCRL5,SLAMF7,CCR10,POU2AF1,JSRP1,CD27",plasma cell,plasma cell,CL:0000786,b cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"IAPP,PCSK1N,CHGA,SCG3,SLC30A8,CHGB,PTPRN,SHISAL2B,G6PC2,ABCC8",pancreatic beta cell,type B pancreatic cell,CL:0000169,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"TPSAB1,TPSB2,CTSG,CPA3,RHEX,HPGDS,TPSD1,KIT,MS4A2,ADCYAP1",mast cell,mast cell,CL:0000097,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"PPY,CHGB,SCG2,ABCC8,SCG3,STMN2,ARX,PCSK2,PAX6,NEUROD1",pancreatic pp cell,pancreatic PP cell,CL:0002275,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"PCSK1N,CHGA,CRYBA2,CHGB,SCG2,SLC30A8,PCSK2,SCG3,NEUROD1,SMIM24",pancreatic alpha cell,pancreatic A cell,CL:0000171,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Pancreas,"LY6H,GAST,AVPR1B,ECEL1,CRYGD,NPY,ERICH3,GPC5-AS1,TMPRSS6,SYT5",pancreatic delta cell,pancreatic D cell,CL:0000173,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"KRT17,KRT5,KRT19,TACSTD2,CLDN1,MIR205HG,EGR1,ATF3,S100A14,CLDN4",basal cell of prostate epithelium,basal cell of prostate epithelium,CL:0002341,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"AKR1B1,PRPS2,PATE4,FDX1,GSTM3,PIP,CD24,PGC,CDO1,SEMG2",epithelial cell,epithelial cell,CL:0000066,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"DCN,APOD,FBLN1,PTGDS,PTN,IGFBP5,NR2F1,C1R,C1S,PDGFRA",fibroblast,fibroblast,CL:0000057,fibroblast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"TRIM31,CP,ADGRF1,CXCL17,CLCA4,MUC4,UPK1A,TMPRSS4,AGR3,DUOXA2",hillock-club cell of prostate epithelium,,,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,HLA-DPB1,TYROBP,APOE,CD163,RGS1",macrophage,macrophage,CL:0000235,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"CCL3,GNLY,GZMA,GZMK,NKG7,KLRF1,CST7,EOMES,KRT81,TRDC",nkt cell,,,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"ALAS2,CA1,HBM,AHSP,HBQ1,TRIM58,SLC4A1,GYPB,HEMGN,EPB42",erythroid progenitor,erythroid progenitor cell,CL:0000038,progenitor cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"CXCR4,CCL5,CD69,CCL4,CD2,CYTIP,PTPRC,CD3D,IL7R,TRBC2","cd8-positive, alpha-beta t cell","CD8-positive, alpha-beta T cell",CL:0000625,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"GNLY,KLRD1,KLRC2,TRBC1,TRDC,CD160,DTHD1,IL7R,CCL5,CD7",cd8b-positive nk t cell,,,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"ACPP,KLK3,MSMB,KLK2,NEFH,NKX3-1,RDH11,CPE,FOLH1,AZGP1",luminal cell of prostate epithelium,luminal cell of prostate epithelium,CL:0002340,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"SPARCL1,VWF,PECAM1,CAVIN2,FLT1,KLF2,PLVAP,EGFL7,LIFR,CLEC14A",endothelial cell,endothelial cell,CL:0000115,endothelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"RGS5,TAGLN,C11orf96,IGFBP7,SPARCL1,TPM2,IGFBP5,MYL9,MYH11,ACTA2",smooth muscle cell,smooth muscle cell,CL:0000192,muscle cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"AJ009632.2,CDH19,FP671120.5,ATP13A5,MTRNR2L10,AP000763.2,MTRNR2L8,MTCO1P2,AL512646.1,MTND4P12",stromal cell,stromal cell,CL:0000499,stromal cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"RF00017-30,RF00012-18,AL512646.1,TMEM52B,FP671120.5,HSPA7,FCGR2C,FTH1P20,AC009226.1,CD68",monocyte,monocyte,CL:0000576,macrophage/monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"IL7R,KLRD1,CD2,CD3E,IKZF1,CCL5,CD3G,CD3D,CD8A,PTPRC",t cell,T cell,CL:0000084,t/nk cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"SCGB3A1,PSCA,ELF3,RARRES1,OLFM4,PIGR,AZGP1,GNPTAB,MEIS2,AQP3",club cell of prostate epithelium,club-like cell of the urethral epithelium,CL:4032000,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"S100A12,FCGR3B,PROK2,CMTM2,CR1,CXCR1,MCEMP1,ALPL,MTND5P32,FPR2",neutrophil,neutrophil,CL:0000775,granulocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"HLA-DPB1,C1QB,C1QA,HLA-DRA,C1QC,HLA-DPA1,TYROBP,HLA-DRB1,MS4A6A,CD163",myeloid cell,myeloid cell,CL:0000763,myeloid cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TS,Prostate,"KRT13,DHRS2,AKR1C2,TMPRSS4,CLCA4,HPGD,SLC14A1,TRIM31,C10orf99,MUC4",hillock cell of prostate epithelium,,,epithelial cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
